062019051351999001002001TJOSÉ MIGUEL              BRAVO DE LAGUNA          BERMÚDEZ                 M00000000          S
062019051351999001002005TJOSÉ FRANCISCO           PÉREZ                    LÓPEZ                    M00000000          N
062019051351999001002006TYANIRA DEL PINO          ÁLVAREZ                  JIMÉNEZ                  F00000000          N
062019051351999001002007TJESÚS ROBERTO            RODRIGO                  KAMPHOFF                 M00000000          N
062019051351999001002008TSANTIAGO LUIS            BAÑOLAS                  BOLAÑOS                  M00000000          N
062019051351999001002009TJOSÉ LUIS                GONZÁLEZ                 ALEMÁN                   M00000000          N
062019051351999001003001TRUIMÁN ALEXANDER         SANTANA                  HERNÁNDEZ                M00000000          S
062019051351999001003010TGUSTAVO                  DEL CASTILLO             PALOP                    M00000000          N
062019051351999001003011TCRISTINA MARÍA           GONZÁLEZ                 MASSIEU                  F00000000          N
062019051351999001003012TTOMÁS MARTÍN             GARCÍA                   PÉREZ                    M00000000          N
062019051351999001003013TALEXIS MANUEL            PÉREZ                    PÉREZ                    M00000000          N
062019051351999001003014TCARMEN DUNIA             HERNÁNDEZ                FALCÓN                   F00000000          N
062019051351999001003015TJOSÉ MANUEL ANDRÉS       PARDO                    ALFONSO                  M00000000          N
062019051351999001003016TMARÍA DEL CARMEN         GARCÍA                   LLORENTE                 F00000000          N
062019051351999001003017TANSELMO NICOLÁS          LEÓN                     MORENO                   M00000000          N
062019051351999001003018TJOSÉ RAMÓN               NAVARRO                  GRANADOS                 M00000000          N
062019051351999001003019TANTONIA ROSA             MARTEL                   MARTEL                   F00000000          N
062019051351999001003002TJUAN                     RUIZ                     RAMOS                    M00000000          S
062019051351999001003020TIBRAHIMA                 SOUMARE                  MANE                     M00000000          N
062019051351999001003021TJUAN ALBERTO             DOMÍNGUEZ                MARENGO                  M00000000          N
062019051351999001003022TLIS MARIELI              SANTANA                  MELIÁN                   F00000000          N
062019051351999001003023TJUAN                     ORTEGA                   UMPIÉRREZ                M00000000          N
062019051351999001003024TLAURA                    MORALES                  LÓPEZ                    F00000000          N
062019051351999001003025TCRISTÓBAL MEDARDO        ALONSO                   CALLERO                  M00000000          N
062019051351999001003026TSERGIO MANUEL            GARCÍA                   MORENO                   M00000000          N
062019051351999001003027TEDELMIRA                 MARTÍN                   MARTÍN                   F00000000          N
062019051351999001003028TJOSEFA DE LOS DOLORES    SUÁREZ                   MACÍA                    F00000000          N
062019051351999001003029TGONZALO MARCO            RODRÍGUEZ                PADILLA                  M00000000          N
062019051351999001003003TGUACIMARA                JIMENEZ                  GARCÍA                   F00000000          N
062019051351999001003004TJAVIER JESÚS             RAMOS                    APARICIO                 M00000000          N
062019051351999001003005TLETICIA MERCEDES         GARCÍA                   DÍAZ                     F00000000          N
062019051351999001003006TMIGUEL ÁNGEL             HERNÁNDEZ                INFANTES                 M00000000          N
062019051351999001003007TDELIA ESTHER             PÉREZ                    ALMEIDA                  F00000000          N
062019051351999001003008TADOLFO JAVIER            RODRÍGUEZ                SAIT                     M00000000          N
062019051351999001003009TMARÍA ARÁNZAZU           DE ALBA                  MARTÍNEZ                 F00000000          N
062019051351999001005001TÁLVARO JUAN              MONZÓN                   SANTANA                  M00000000          N
062019051351999001005010TGUADALUPE                SANTANA                  SUÁREZ                   F00000000          N
062019051351999001005011TJUAN DE LA MILAGROSA     RAMÍREZ                  VERONA                   M00000000          N
062019051351999001005012TCRISTINA OBDULIA         PERERA                   RODRÍGUEZ                F00000000          N
062019051351999001005013TAYOZE FERMÍN             PÉREZ                    MARTÍN                   M00000000          N
062019051351999001005014TELISA                    LÓPEZ                    HERNÁNDEZ                F00000000          N
062019051351999001005015TJOSÉ DIEGO               MARTEL                   MAYOR                    M00000000          N
062019051351999001005016TASCENSIÓN CRISTO         MONZÓN                   TORRES                   F00000000          N
062019051351999001005017TJOSÉ ANTONIO             AMADOR                   NARANJO                  M00000000          N
062019051351999001005018TMILAGROSA                SANTANA                  HERNÁNDEZ                F00000000          N
062019051351999001005019TANTONIO RAMÓN            SOSA                     MEDINA                   M00000000          N
062019051351999001005002TMARÍA LUISA              DÁVILA                   GONZÁLEZ                 F00000000          N
062019051351999001005020TNEREIDA                  LÓPEZ                    CASAÑAS                  F00000000          N
062019051351999001005021TSALVADOR JAVIER          PÉREZ                    PEÑA                     M00000000          N
062019051351999001005022TLIDIA ESTHER             SANTANA                  ALEMÁN                   F00000000          N
062019051351999001005023TANTONIO JESÚS            INFANTE                  GARCÍA                   M00000000          N
062019051351999001005024TYESICA                   FLORES                   JARDO                    F00000000          N
062019051351999001005025TDIONISIO ROGELIO         VALIDO                   ROBAINA                  M00000000          N
062019051351999001005026TFELICIANA                RODRÍGUEZ                RAMÍREZ                  F00000000          N
062019051351999001005027TNÉLIDO                   VALIDO                   ROBAINA                  M00000000          N
062019051351999001005028TFRANCISCO ANTONIO        ÁLVAREZ                  SOCORRO                  M00000000          N
062019051351999001005029TLETICIA MARÍA            ÁLAMO                    GARCÍA                   F00000000          N
062019051351999001005003TRAMÓN FRANCISCO          GONZÁLEZ                 HERNÁNDEZ                M00000000          N
062019051351999001005004TCLARA PINO               ALONSO                   LÓPEZ                    F00000000          N
062019051351999001005005TABEL ALBERTO             DIÁZ                     MARTEL                   M00000000          N
062019051351999001005006TREYES                    SANTANA                  NAVARRO                  F00000000          N
062019051351999001005007TFRANCISCO RUBÉN          RODRÍGUEZ                QUINTANA                 M00000000          N
062019051351999001005008TSABINA MARÍA             SÁNCHEZ                  SÁNCHEZ                  F00000000          N
062019051351999001005009TATILIO CIPRIANO          GARCÍA                   DÍAZ                     M00000000          N
062019051351999001013001TMARCO AURELIO            PÉREZ                    SÁNCHEZ                  M00000000          S
062019051351999001013010TEFRAÍN                   SOCORRO                  CABRERA                  M00000000          N
062019051351999001013011TMELCHOR EDUARDO          CAMÓN                    TORRES                   M00000000          N
062019051351999001013012TANTONIO TIRSO            ESTER                    SÁNCHEZ                  M00000000          N
062019051351999001013013TCARLOS ANDRÉS            BETHENCOURT              GONZÁLEZ                 M00000000          N
062019051351999001013014TMARÍA DEL CARMEN         SUÁREZ                   VALERÓN                  F00000000          N
062019051351999001013015TMARÍA DEL ROSARIO        GONZÁLEZ                 GONZÁLEZ                 F00000000          N
062019051351999001013016TANTONIO                  ARTILES                  ESTUPIÑÁN                M00000000          N
062019051351999001013017TJOSEFA                   VIERA                    DÍAZ                     F00000000          N
062019051351999001013018TMARCOS JOSÉ              SANTANA                  MÉNDEZ                   M00000000          N
062019051351999001013019TJOSÉ LUIS                GONZÁLEZ                 MATEOS                   M00000000          N
062019051351999001013002TMARÍA AUXILIADORA        PÉREZ                    DÍAZ                     F00000000          S
062019051351999001013020TJOSEFA EVA               DÍAZ                     MELIÁN                   F00000000          N
062019051351999001013021TPABLO DANIEL             ESPINOSA                 JIMÉNEZ                  M00000000          N
062019051351999001013022TMARTA MARÍA              HERNÁNDEZ                RODRÍGUEZ                F00000000          N
062019051351999001013023TELOINA                   GARCÍA                   ALEMÁN                   F00000000          N
062019051351999001013024TJAVIER                   VIDAL                    DOMÍNGUEZ                M00000000          N
062019051351999001013025TCARLOS CELESTINO         HERNÁNDEZ                GUERRA                   M00000000          N
062019051351999001013026TPEDRO MANUEL             RODRÍGUEZ                GALVÁN                   M00000000          N
062019051351999001013027TGUILLERMO                FREUDENBERGER            PRENDES                  M00000000          N
062019051351999001013028TMARÍA ANTONIA            RODRÍGUEZ                RODRÍGUEZ                F00000000          N
062019051351999001013029TMARÍA EUGENIA            MÁRQUEZ                  RODRÍGUEZ                F00000000          N
062019051351999001013003TMIGUEL JESÚS             JORGE                    BLANCO                   M00000000          S
062019051351999001013004TDANIEL                   REYES                    SANTANA                  M00000000          S
062019051351999001013005TAURORA JESÚS             DEL ROSARIO              VELA                     F00000000          S
062019051351999001013006TJORGE RAMÓN              LAHOUD                   HERNÁNDEZ                M00000000          S
062019051351999001013007TJOSÉ MIGUEL              ALAMO                    MENDOZA                  M00000000          N
062019051351999001013008TMARÍA DEL CARMEN         ROSARIO                  GODOY                    F00000000          N
062019051351999001013009TMARÍA DEL CAMEN          GONZÁLEZ                 MEDINA                   F00000000          N
062019051351999001014001TSEBASTIÁN                HENRÍQUEZ                VALIDO                   M00000000          N
062019051351999001014010TJOSÉ LUIS                SANTANA                  SANTANA                  M00000000          N
062019051351999001014011TFRANCISCO JESÚS          POL                      BOLAÑOS                  M00000000          N
062019051351999001014012TPEDRO                    BERMÚDEZ                 SOSA                     M00000000          N
062019051351999001014013TFRANCISCA SANTA          COLLADO                  HENRÍQUEZ                F00000000          N
062019051351999001014014TMELANIA                  LÓPEZ                    HENRÍQUEZ                F00000000          N
062019051351999001014015TINMACULADA CONCEPCIÓN    NAVARRO                  BENÍTEZ                  F00000000          N
062019051351999001014016TMANUEL                   SARMIENTO                RAMOS                    M00000000          N
062019051351999001014017TAIXAY DEL CRISTO         HERNÁNDEZ                VEGA                     M00000000          N
062019051351999001014018TTOMÁS                    RODRÍGUEZ                TORRES                   M00000000          N
062019051351999001014019TALIDA DEL CARMEN         SÁNCHEZ                  SANTANA                  F00000000          N
062019051351999001014002TMARÍA ETELBA             GARCÍA                   SANTANA                  F00000000          N
062019051351999001014020TEVENCIA DELFINA          CARDENAS                 SÁNCHEZ                  F00000000          N
062019051351999001014021TJUAN                     RAMÍREZ                  RAMÍREZ                  M00000000          N
062019051351999001014022TNOELIA                   MORENO                   DÁMASO                   F00000000          N
062019051351999001014023TLUZ DIVINA               HERNÁNDEZ                VEGA                     F00000000          N
062019051351999001014024TMANUEL                   SARMIENTO                NARANJO                  M00000000          N
062019051351999001014025TPATRICIA                 QUINTANA                 RAMÍREZ                  F00000000          N
062019051351999001014026TTHAIS ITZIAR             GONZÁLEZ                 GONZÁLEZ                 F00000000          N
062019051351999001014027TALBY                     SANTANA                  CABRERA                  M00000000          N
062019051351999001014028TJUAN FRANCISCO           VALIDO                   MORALES                  M00000000          N
062019051351999001014029TGREGORIA                 PÉREZ                    DE LA FE                 F00000000          N
062019051351999001014003TLORENA                   HENRÍQUEZ                SANTANA                  F00000000          N
062019051351999001014004TJOSÉ ANTONIO             SANTANA                  ARTILES                  M00000000          N
062019051351999001014005TÁNGEL YERAY              DELGADO                  GUTIÉRREZ                M00000000          N
062019051351999001014006TINMACULADA CONCEPCIÓN    DÉNIZ                    MORALES                  F00000000          N
062019051351999001014007TJUAN                     JIMÉNEZ                  SANTANA                  M00000000          N
062019051351999001014008TTERESA DE JESÚS          OJEDA                    OJEDA                    F00000000          N
062019051351999001014009TVIOLETA                  SANTANA                  ESTÉVEZ                  F00000000          N
062019051351999001016001TANTONIO                  MORALES                  MÉNDEZ                   M00000000          S
062019051351999001016010TDULCE MARÍA              GONZÁLEZ                 GONZÁLEZ                 F00000000          N
062019051351999001016011TÁNGEL ANTONIO            LÓPEZ                    NAVARRO                  M00000000          N
062019051351999001016012TEDUARDO ANTONIO          DÉNIZ                    CABRERA                  M00000000          N
062019051351999001016013TMARÍA DEL CARMEN         MENDOZA                  HERNÁNDEZ                F00000000          N
062019051351999001016014TMARÍA YASMINA            FIGUEROA                 HERNÁNDEZ                F00000000          N
062019051351999001016015TPALMIRA                  DÉNIZ                    VERONA                   F00000000          N
062019051351999001016016TMARÍA DEL PINO           GARCÍA                   MARRERO                  F00000000          N
062019051351999001016017TJUAN MANUEL              GABELLA                  GONZÁLEZ                 M00000000          N
062019051351999001016018TINGRID                   NAVARRO                  ARMAS                    F00000000          N
062019051351999001016019TMANUEL CARMELO           AMADOR                   JIMÉNEZ                  M00000000          N
062019051351999001016002TMARÍA INÉS               JIMÉNEZ                  MARTÍN                   F00000000          S
062019051351999001016020TJOSE LUIS                ÁLAMO                    SUÁREZ                   M00000000          N
062019051351999001016021TMARÍA ISABEL             GUERRA                   SÁNCHEZ                  F00000000          N
062019051351999001016022TYAIZA DEL CARMEN         QUINTANA                 HERNÁNDEZ                F00000000          N
062019051351999001016023TÁNGEL ROGELIO            SÁNCHEZ                  RIVERO                   M00000000          N
062019051351999001016024TJORGE JOSÉ               DE LA FE                 DÍAZ                     M00000000          N
062019051351999001016025TANTONIO FELIPE           GUEDES                   GUEDES                   M00000000          N
062019051351999001016026TCATALINA MARÍA CARMEN    SÁNCHEZ                  RAMÍREZ                  F00000000          N
062019051351999001016027TFRANCISCO JUAN           PERERA                   HERNÁNDEZ                M00000000          N
062019051351999001016028TDUNIA ESTHER             RAMOS                    MEDINA                   F00000000          N
062019051351999001016029TMARINO IGNACIO HUGO      ALDUÁN                   GUERRA                   M00000000          N
062019051351999001016003TCARMELO                  RAMÍREZ                  MARRERO                  M00000000          S
062019051351999001016004TPEDRO FRANCISCO          JUSTO                    BRITO                    M00000000          S
062019051351999001016005TMARÍA INÉS               MIRANDA                  NAVARRO                  F00000000          S
062019051351999001016006TTEODORO CLARET           SOSA                     MONZÓN                   M00000000          S
062019051351999001016007TMINERVA CARMEN           ALONSO                   SANTANA                  F00000000          S
062019051351999001016008TMIGUEL ANTONIO           HIDALGO                  SÁNCHEZ                  M00000000          S
062019051351999001016009TRAÚL SALVADOR            GARCÍA                   BRINK                    M00000000          N
062019051351999001018001TLUIS ÁNGEL               IBARRA                   BETANCORT                M00000000          S
062019051351999001018010TCARMEN YOLANDA           JIMÉNEZ                  PÉREZ                    F00000000          N
062019051351999001018011TMANUEL                   LÓPEZ                    SANTANA                  M00000000          N
062019051351999001018012TPRYSCILA MARÍA           VALENCIA                 MEDINA                   F00000000          N
062019051351999001018013THUGO                     BÁEZ                     DÍAZ                     M00000000          N
062019051351999001018014TAZAHARA                  SOSA                     DELGADO                  F00000000          N
062019051351999001018015TJUAN JESÚS               MORENO                   CALDERÍN                 M00000000          N
062019051351999001018016TMARÍA JOSÉ               FERNÁNDEZ                RODRÍGUEZ                F00000000          N
062019051351999001018017TJULIO                    SUÁREZ                   CABRERA                  M00000000          N
062019051351999001018018TELISA PILAR              SANTANA                  HERNÁNDEZ                F00000000          N
062019051351999001018019TDIEGO DANIEL             GONZÁLEZ                 OJEDA                    M00000000          N
062019051351999001018002TISABEL                   MENA                     ALONSO                   F00000000          S
062019051351999001018020TARANZAZU                 SANTANA                  GONZÁLEZ                 F00000000          N
062019051351999001018021TJUAN MANUEL              SANTANA                  CRUZ                     M00000000          N
062019051351999001018022TANA VANESA               ALEMÁN                   GIL                      F00000000          N
062019051351999001018023TEDUARDO                  AGUIAR                   CASTELLANO               M00000000          N
062019051351999001018024TPINO MARÍA               RAMÍREZ                  SANTANA                  F00000000          N
062019051351999001018025TROBERTO                  SANTANA                  RODRÍGUEZ                M00000000          N
062019051351999001018026TTERESA DE JESÚS          MARRERO                  SANTANA                  F00000000          N
062019051351999001018027TJESÚS NICOLÁS ANDRÉS     SOCORRO                  MORENO                   M00000000          N
062019051351999001018028TESTELA                   FRANQUIS                 VERA                     F00000000          N
062019051351999001018029TFRANCISCO JAVIER         MEDINA                   SOSA                     M00000000          N
062019051351999001018003TMIGUEL ÁNGEL             PÉREZ                    DEL PINO                 M00000000          S
062019051351999001018004TGUACIMARA                MEDINA                   PÉREZ                    F00000000          S
062019051351999001018005TJUAN                     DÍAZ                     SÁNCHEZ                  M00000000          S
062019051351999001018006TMARGARITA                GONZÁLEZ                 CUBAS                    F00000000          S
062019051351999001018007TNORBERTO FRANCISCO       CASTELLANO               ORTIZ                    M00000000          S
062019051351999001018008TOLAIA                    MORÁN                    RAMÍREZ                  F00000000          S
062019051351999001018009TCARLOS                   ÁLAMO                    CABRERA                  M00000000          N
062019051351999001027001TJAVIER                   VÁZQUEZ DE LA TORRE      SALINAS                  M00000000          N
062019051351999001027010TANA                      ALZOLA                   OLIVER                   F00000000          N
062019051351999001027011TSERGIO                   LÓPEZ                    CASILLAS                 M00000000          N
062019051351999001027012TMARÍA NOELIA             PADRÓN                   BAILÓN                   F00000000          N
062019051351999001027013TRAFAEL ÁNGEL             DE LEÓN                  MORALES                  M00000000          N
062019051351999001027014TMARÍA SOLEDAD            GUTIÉRREZ                GUTIÉRREZ                F00000000          N
062019051351999001027015TESTEFANÍA DEL CARMEN     GONZÁLEZ                 GUERRA                   F00000000          N
062019051351999001027016TFLORA                    GUTIÉRREZ                SUÁREZ                   F00000000          N
062019051351999001027017TAGONEY ALBERTO           ACOSTA                   LORENZO                  M00000000          N
062019051351999001027018TIRENE DE LA CRUZ         RODRÍGUEZ                GUTIÉRREZ                F00000000          N
062019051351999001027019TJOSÉ ALBERTO             SUÁREZ                   RODRÍGUEZ                M00000000          N
062019051351999001027002TIDAIRA MARÍA             GONZÁLEZ                 BETANCOR                 F00000000          N
062019051351999001027020TMARÍA BEATRIZ            RODRÍGUEZ                GUTIÉRREZ                F00000000          N
062019051351999001027021TMOISES                   HERNÁNDEZ                HERNÁNDEZ                M00000000          N
062019051351999001027022TMARÍA NEREIDA            QUIJADA                  GUADALUPE                F00000000          N
062019051351999001027023THÉCTOR JUAN              PÉREZ                    HERNÁNDEZ                M00000000          N
062019051351999001027024TMARÍA DEL CARMEN         BETANCOR                 ESPINO                   F00000000          N
062019051351999001027025TJUAN PEDRO               GONZÁLEZ                 LÓPEZ                    M00000000          N
062019051351999001027026TANA MARÍA                PARRIEGO                 DE CELIS                 F00000000          N
062019051351999001027027TJULIÁN                   JIMÉNEZ                  SANTANA                  M00000000          N
062019051351999001027028TTERESA ROSA              GARCÍA                   GARCÍA                   F00000000          N
062019051351999001027029TBLAS                     MARQUEZ                  BERNAL                   M00000000          N
062019051351999001027003TPEDRO MANUEL             DOMÍNGUEZ                SÁNCHEZ                  M00000000          N
062019051351999001027004TGARA                     RODRÍGUEZ                GUTIÉRREZ                F00000000          N
062019051351999001027005TMANUEL LUIS              PÉREZ                    SALAZAR                  M00000000          N
062019051351999001027006TLAURA                    RODRÍGUEZ                ÁLVAREZ                  F00000000          N
062019051351999001027007TMANUEL JESÚS             MONTESDEOCA              NAVARRO                  M00000000          N
062019051351999001027008TANA PILAR                TEVAR                    LUACES                   F00000000          N
062019051351999001027009TJUAN MANUEL              BATISTA                  SÁNCHEZ                  M00000000          N
062019051351999001034001TANTONIO                  ORDÓÑEZ                  SÁNCHEZ                  M00000000          N
062019051351999001034010TMARGARITA ( MARGO)       PERDOMO                  ARAÑA                    F00000000          N
062019051351999001034011TANTONIO MANUEL           SANTANA                  ARMAS                    M00000000          N
062019051351999001034012TSOLANGE                  MORALES                  VERA                     F00000000          N
062019051351999001034013TORLANDO JUAN             MARTÍN                   DE LA HOZ                M00000000          N
062019051351999001034014TROCÍO                    GOMÉZ                    OJEDA                    F00000000          N
062019051351999001034015TMANUEL                   NARANJO                  ÁLVAREZ                  M00000000          N
062019051351999001034016TMARÍA SARA               ROMERO                   MORA                     F00000000          N
062019051351999001034017TANTONIO ( BENEHARO)      GARCÍA                   PADRÓN                   M00000000          N
062019051351999001034018TGARA                     SARDÁ                    MORALES                  F00000000          N
062019051351999001034019TEDUARDO JAVIER           RIVERO                   LEZCANO                  M00000000          N
062019051351999001034002TMARÍA CANDELARIA ( CANDY HERNÁNDEZ                PAZ                      F00000000          N
062019051351999001034020TJULIA AIDEE              ECHEVARRÍA               ROMERO                   F00000000          N
062019051351999001034021TJUAN TOMÁS               PERDOMO                  MORENO                   M00000000          N
062019051351999001034022TELISA                    RODRÍGUEZ                GANGURA                  F00000000          N
062019051351999001034023TCARLOS JAVIER            GONZÁLEZ                 EXPÓSITO                 M00000000          N
062019051351999001034024TNISAMAR DEL CARMEN ( NISARAMÍREZ                  RAMÍREZ                  F00000000          N
062019051351999001034025TANTONIO                  AGUDO                    RODRÍGUEZ                M00000000          N
062019051351999001034026TROSARIO ( ROSY)          PERDOMO                  ARAÑA                    F00000000          N
062019051351999001034027TALFONSO                  MENDOZA                  BURGOS                   M00000000          N
062019051351999001034028TCARMEN ESTHER            MARTÍN                   MEJÍAS                   F00000000          N
062019051351999001034029TJUAN ADONAY              RAMÍREZ                  MAILLO                   M00000000          N
062019051351999001034003TOLEGARIO                 DE LA CRUZ               VEGA                     M00000000          N
062019051351999001034004TGLORIA ESTHER            OLIVARES                 ARAÑA                    F00000000          N
062019051351999001034005TMIGUEL ÁNGEL             LÓPEZ                    HERNÁNDEZ                M00000000          N
062019051351999001034006TELISA                    MORALES                  VERA                     F00000000          N
062019051351999001034007TTOMÁS                    DORESTE                  CABALLERO                M00000000          N
062019051351999001034008TVERÓNICA                 LORENZO                  RAMÍREZ                  F00000000          N
062019051351999001034009TPAULINO GEMÁN            HENRÍQUEZ                PÉREZ                    M00000000          N
062019051351999001045001TIRIS CRISTINA            SÁNCHEZ                  PADRÓN                   F00000000          N
062019051351999001045010TCRISTÓBAL                TORREJÓN                 LARA                     M00000000          N
062019051351999001045011TJERÓNIMO IVÁN            ARTILES                  SOCORRO                  M00000000          N
062019051351999001045012TANA ISABEL               ABARCA                   ARAYA                    F00000000          N
062019051351999001045013TMARÍA DEL MAR            GARCÍA                   ARIAS                    F00000000          N
062019051351999001045014TFRANCISCO LUIS           EXPÓSITO                 MONTESDEOCA              M00000000          N
062019051351999001045015TJASMINA                  GARCÍA                   VELÁZQUEZ                F00000000          N
062019051351999001045016TBERNABÉ DE JESÚS         BOLAÑOS                  CABALLERO                M00000000          N
062019051351999001045017TALICIA MARÍA             SUÁREZ                   MONTENEGRO               F00000000          N
062019051351999001045018TTERESA                   NAVARRO                  TRUJILLO                 F00000000          N
062019051351999001045019TANÍBAL                   HERRERA                  RODRÍGUEZ                M00000000          N
062019051351999001045002TESPERANZA PINO           GÓMEZ                    GUERRA                   F00000000          N
062019051351999001045020TSONIA                    DASWANI                  MERWANI                  F00000000          N
062019051351999001045021TJUANA OLAYA              DRAGO                    ROMÁN                    F00000000          N
062019051351999001045022TRUBÉN                    DÍAZ                     SANTANA                  M00000000          N
062019051351999001045023TESTHER SOLEDAD           DÍAZ                     DEL RÍO                  F00000000          N
062019051351999001045024TLORENA DEL PINO          ALEMÁN                   ALEMÁN                   F00000000          N
062019051351999001045025TMIGUEL ÁNGEL             QUINTERO                 RODRÍGUEZ                M00000000          N
062019051351999001045026TENCARNACIÓN              MATEOS                   CALVO                    F00000000          N
062019051351999001045027TMARÍA AMALIA             BLESA                    MORENO                   F00000000          N
062019051351999001045028THIGINIO CARMELO          MARTÍN                   CRUZ                     M00000000          N
062019051351999001045029TMIGUEL                   SÁNCHEZ                  RIVERO                   M00000000          N
062019051351999001045003TAINHOA DEL CARMEN        ARROYO                   HERRERA                  F00000000          N
062019051351999001045004TMARIANO                  LETÓN                    CORTIJO                  M00000000          N
062019051351999001045005TJESÚS                    GALLEGO                  CUESTA                   M00000000          N
062019051351999001045006TCARMEN NIEVES            MARTÍN                   PLATA                    F00000000          N
062019051351999001045007TDANIEL                   ROMERO                   VECINO                   M00000000          N
062019051351999001045008TSONIA                    VEGA                     SOSA                     F00000000          N
062019051351999001045009TRAQUEL                   GONZÁLEZ                 HERNÁNDEZ                F00000000          N
062019051351999001046001TMARÍA CONCEPCIÓN         MONZÓN                   NAVARRO                  F00000000          S
062019051351999001046010TBEATRIZ                  MEJÍAS                   QUINTANA                 F00000000          N
062019051351999001046011TFRANCISCO JOSÉ           CASTELLANO               GUTIÉRREZ                M00000000          N
062019051351999001046012TESTÍBALIZ                FERNÁNDEZ                ITURRIETA                F00000000          N
062019051351999001046013TJUAN JOSÉ                GUTIÉRREZ                MEJÍAS                   M00000000          N
062019051351999001046014TBEGOÑA                   MORENO                   ALOY                     F00000000          N
062019051351999001046015TJORGE                    SANCHO                   GONZÁLEZ                 M00000000          N
062019051351999001046016TDOLORES                  ARMAS                    SUÁREZ                   F00000000          N
062019051351999001046017TVÍCTOR MANUEL            RODRÍGUEZ                VENTURA                  M00000000          N
062019051351999001046018TSILVIA                   PONCE                    DÍAZ-REIXA               F00000000          N
062019051351999001046019TÓSCAR                    RAMOS                    HIDALGO                  M00000000          N
062019051351999001046002TSARA                     RAMÍREZ                  MESA                     F00000000          S
062019051351999001046020TJOSÉ CARMELO             HERNÁNDEZ                PERDOMO                  M00000000          N
062019051351999001046021TMARÍA AGUSTINA           ARMAS                    CHIRINO                  F00000000          N
062019051351999001046022TEDUARDO                  HERNÁNDEZ                FALCÓN                   M00000000          N
062019051351999001046023TENRIQUE                  NORRO                    LÓPEZ                    M00000000          N
062019051351999001046024TNURIA                    BRISSON                  MEDINA                   F00000000          N
062019051351999001046025TJAVIER                   DORESTE                  ZAMORA                   M00000000          N
062019051351999001046026TSUSANA LIA               DELLE-VILLE              FILATTIERA               F00000000          N
062019051351999001046027TFRANCISCO JAVIER         SÁNCHEZ                  RODRÍGUEZ                M00000000          N
062019051351999001046028TTANAUSÚ                  ALEMÁN                   GUTIÉRREZ                M00000000          N
062019051351999001046029TYLENIA                   PULIDO                   GONZÁLEZ                 F00000000          N
062019051351999001046003TJOSÉ MARÍA HÉCTOR        BENÍTEZ                  RODRÍGUEZ                M00000000          N
062019051351999001046004TMARÍA DEL PINO           SÁNCHEZ                  BOGATELL                 F00000000          N
062019051351999001046005TKEVIN                    BENÍTEZ                  GARCÍA                   M00000000          N
062019051351999001046006TJUAN FRANCISCO           RODRÍGUEZ                BÁEZ                     M00000000          N
062019051351999001046007TMARÍA ESTHER             GONZÁLEZ                 SANTANA                  F00000000          N
062019051351999001046008TPAULA                    MARTÍN                   PUGA                     F00000000          N
062019051351999001046009TJUAN DANIEL              CAMPOS                   VEGA                     M00000000          N
062019051351999001047001TCARLOS LUIS              BATISTA                  GALVÁN                   M00000000          N
062019051351999001047010TJOSÉ LUIS                RAMOS                    RAMOS                    M00000000          N
062019051351999001047011TFERNANDO                 VARGAS                   PÉREZ                    M00000000          N
062019051351999001047012TINMACULADA CARMEN        GONZÁLEZ                 BATISTA                  F00000000          N
