062007051351999000001001TDON JOSE MANUEL          SORIA                    LOPEZ                     00000000          S
062007051351999000001004TDON PAULINO              MONTESDEOCA              DE LA GUARDIA             00000000          S
062007051351999000001005TDOÑA MARIA CRISTINA      REYES                    PADILLA                   00000000          S
062007051351999000001006TDON DOMINGO ANTONIO      DEL CARMELO BUENO        MARRERO                   00000000          S
062007051351999000001007TDOÑA MARIA DEL CARMEN    ROSARIO                  GODOY                     00000000          S
062007051351999000001008TDON CARLOS ALBERTO       SANCHEZ                  OJEDA                     00000000          S
062007051351999000001009TDON JOSE MIGUEL          ALAMO                    MENDOZA                   00000000          S
062007051351999000002001TDON JOSE MIGUEL          PEREZ                    GARCIA                    00000000          S
062007051351999000002010TDOÑA TERESA              MAYORAL                  FERNANDEZ                 00000000          S
062007051351999000002011TDOÑA ONELIA              GARCIA                   MARRERO                   00000000          S
062007051351999000002012TDON JULIAN               NAVARRO                  CASAÑAS                   00000000          S
062007051351999000002013TDON ANTONIO              RICO                     REVUELTA                  00000000          N
062007051351999000002014TDOÑA ANA BELEN           HERNANDEZ                PUGA                      00000000          N
062007051351999000002015TDON JOSE LUIS            PEREZ                    GONZALEZ                  00000000          N
062007051351999000002016TDOÑA ROSARIO             ALEMAN                   HERNANDEZ                 00000000          N
062007051351999000002017TDON ANTONIO              ARMAS                    CHIRINO                   00000000          N
062007051351999000002018TDOÑA ISABEL              GARCIA                   SANTANA                   00000000          N
062007051351999000002019TDON MANUEL BUENAVENTURA  GUERRA                   OJEDA                     00000000          N
062007051351999000002002TDOÑA ENCARNACION         GALVAN                   GONZALEZ                  00000000          S
062007051351999000002020TDOÑA ZORAIDA             RODRIGUEZ                CABRERA                   00000000          N
062007051351999000002021TDON SANTIAGO             ROMERO                   RAMIREZ                   00000000          N
062007051351999000002022TDOÑA MARIA DOLORES       ALONSO                   MARTIN                    00000000          N
062007051351999000002023TDON JESUS                MARTINEZ                 SANTANA                   00000000          N
062007051351999000002024TDOÑA MANUELA             SANTANA                  ESPINO                    00000000          N
062007051351999000002025TDOÑA MARIA LORETO        HERNANDEZ                HERNANDEZ                 00000000          N
062007051351999000002026TDOÑA M. DEL PINO         MARTEL                   RODRIGUEZ                 00000000          N
062007051351999000002027TDON FERNANDO             FERNANDEZ                RODRIGUEZ                 00000000          N
062007051351999000002028TDOÑA ANTONIA GLORIA      ALI                      SANTANA                   00000000          N
062007051351999000002029TDON JESUS MANUEL         MORERA                   MOLINA                    00000000          N
062007051351999000002003TDON LUIS ANGEL           IBARRA                   BETANCORT                 00000000          S
062007051351999000002004TDOÑA LUZ                 CABALLERO                RODRIGUEZ                 00000000          S
062007051351999000002005TDON DEMETRIO             SUAREZ                   DIAZ                      00000000          S
062007051351999000002006TDOÑA M. ISABEL           GUERRA                   SANCHEZ                   00000000          S
062007051351999000002007TDON ROBERTO              MORENO                   DIAZ                      00000000          S
062007051351999000002008TDOÑA ROSA                MONZON                   RODRIGUEZ                 00000000          S
062007051351999000002009TDON JUAN SALVADOR        LEON                     OJEDA                     00000000          S
062007051351999000011001TDOÑA FILIAN RAQUEL       CABRERA                  LERMO                     00000000          N
062007051351999000011010TDON FERNANDO JUAN        CABRERA                  TARRAGO                   00000000          N
062007051351999000011011TDOÑA MARIA ESPERANZA     OTERO                    LOJO                      00000000          N
062007051351999000011012TDON ANGEL JOSE           ENRIQUE                  SAYAGO                    00000000          N
062007051351999000011013TDOÑA ROSA MARIA          ORAMAS                   TORRES                    00000000          N
062007051351999000011014TDON FRANCISCO            VAQUERO                  RODRIGUEZ                 00000000          N
062007051351999000011015TDOÑA ANDREA SILVIA       KATZ                     EPELBAUM                  00000000          N
062007051351999000011016TDON JOSE FRANCISCO       RODRIGUEZ                COLOMER                   00000000          N
062007051351999000011017TDOÑA MIRIAN ESTHER       MARTIN                   OTERO                     00000000          N
062007051351999000011018TDON JAVIER EUGENIO       FALCON                   RUIZ                      00000000          N
062007051351999000011019TDOÑA ELISA ISABEL        VENTURA                  SANTANA                   00000000          N
062007051351999000011002TDON BENITO JOSE          HERNANDEZ                PEREZ                     00000000          N
062007051351999000011020TDON JOAQUIN              RUANO                    HERNANDEZ                 00000000          N
062007051351999000011021TDOÑA SANDRA              CABRERA                  NAVARRO                   00000000          N
062007051351999000011022TDON OCTAVIO JESUS        DEVORA                   LOPEZ                     00000000          N
062007051351999000011023TDOÑA ALICIA MARIA DEL PINSANCHEZ                  ACOSTA                    00000000          N
062007051351999000011024TDON FEDERICO JOSE        VAQUERO                  RODRIGUEZ                 00000000          N
062007051351999000011025TDOÑA ANA TERESA          SANTANA                  DEL PINO                  00000000          N
062007051351999000011026TDON GONZALO RUBEN        VAQUERO                  RODRIGUEZ                 00000000          N
062007051351999000011027TDOÑA ELVIRA MARIA        IBORRA                   SUAREZ                    00000000          N
062007051351999000011028TDON JUAN                 HERNANDEZ                DIAZ                      00000000          N
062007051351999000011029TDOÑA JOSEFA              HERNANDEZ                ESTEVEZ                   00000000          N
062007051351999000011003TDOÑA ANGELA MARIA        RAMIREZ                  MARRERO                   00000000          N
062007051351999000011004TDON VICTOR MANUEL        CABRERA                  NAVARRO                   00000000          N
062007051351999000011005TDOÑA MARIA LOURDES       BENITEZ                  LOPEZ                     00000000          N
062007051351999000011006TDON LUIS                 BODOQUE                  GOMEZ                     00000000          N
062007051351999000011007TDOÑA ANA MARIA           LERMO                    CASTELAR                  00000000          N
062007051351999000011008TDON AGUSTIN JULIO        PRIETO                   AGUILAR                   00000000          N
062007051351999000011009TDOÑA LUCIA ESTHER        RUANO                    HERNANDEZ                 00000000          N
062007051351999000090001TDON DOMINGO              AFONSO                   MARTIN                    00000000          N
062007051351999000090010TDOÑA ANGELA VICTORIA     AFONSO                   MARTIN                    00000000          N
062007051351999000090011TDON HONORIO              GALINDO                  ROCHA                     00000000          N
062007051351999000090012TDOÑA FRANCISCA ROSA      SANTANA                  ALEMAN                    00000000          N
062007051351999000090013TDON JUAN FRANCISCO       RODRIGUEZ                BAEZ                      00000000          N
062007051351999000090014TDOÑA MARTA               CABALLERO                FREYER                    00000000          N
062007051351999000090015TDON FRANCISCO GUILLERMO  BUCETA                   LUJAN                     00000000          N
062007051351999000090016TDOÑA ESTHER LIDIA        CEBALLOS                 GONZALEZ                  00000000          N
062007051351999000090017TDOÑA MONTSERRAT          FILLOL                   FERRIN                    00000000          N
062007051351999000090018TDON DAVID                PICHARDO                 VAZQUEZ                   00000000          N
062007051351999000090019TDOÑA CARMEN ARACELI      ALAMO                    MARTIN                    00000000          N
062007051351999000090002TDOÑA AMALIA ENCARNACION  BOSCH                    BENITEZ                   00000000          N
062007051351999000090020TDON SAMNUEL DEL PINO     DIAZ                     RODRIGUEZ                 00000000          N
062007051351999000090021TDOÑA IDAIRA              PINEDA                   MARRERO                   00000000          N
062007051351999000090022TDON AMERICO              CABRERA                  MESA                      00000000          N
062007051351999000090023TDOÑA JORGINA             MARTIN                   MORALES                   00000000          N
062007051351999000090024TDON JESUS                RODRIGUEZ                SANTIAGO                  00000000          N
062007051351999000090025TDOÑA JOSEFA              SANTIAGO                 SOSA                      00000000          N
062007051351999000090026TDON CLAUDIO              QUESADA                  GONZALEZ                  00000000          N
062007051351999000090027TDOÑA LETICIA MARIA       ALAMO                    GARCIA                    00000000          N
062007051351999000090028TDOÑA JULIA               ESPEJO                   URIBASTERRA               00000000          N
062007051351999000090029TDON ALVARO JUAN          MONZON                   SANTANA                   00000000          N
062007051351999000090003TDON MANUEL               GONZALEZ                 ARENCIBIA                 00000000          N
062007051351999000090004TDOÑA MARIA LUISA         URIBASTERRA              AREIZAGA                  00000000          N
062007051351999000090005TDON DOMINGO              PIÑERO                   NARANJO                   00000000          N
062007051351999000090006TDOÑA LIDIA ESTHER        MARRERO                  SANTANA                   00000000          N
062007051351999000090007TDON CARLOS JOSE          SUAREZ                   MACIAS                    00000000          N
062007051351999000090008TDOÑA LARA                CABALLERO                FREYER                    00000000          N
062007051351999000090009TDON ORLANDO              SANTANA                  DIAZ                      00000000          N
062007051351999000113001TDON LORENZO              OLARTE                   CULLEN                    00000000          N
062007051351999000113010TDON BENJAMIN PEDRO       MARTIN                   SAAVEDRA                  00000000          N
062007051351999000113011TDON ALEJO                HERNANDEZ                VALERON                   00000000          N
062007051351999000113012TDOÑA ANA BELEN           MORENO                   RODRIGUEZ                 00000000          N
062007051351999000113013TDON SANTIAGO             LOPEZ                    SUAREZ                    00000000          N
062007051351999000113014TDOÑA NATALIA NIDIA       ROMERO                   BORDON                    00000000          N
062007051351999000113015TDON JOSE ANTONIO         MOLINA                   OLIVA                     00000000          N
062007051351999000113016TDON PRAXEDES             ALAMO                    REYES                     00000000          N
062007051351999000113017TDOÑA MARIA CRISTINA      DIAZ                     MORENO                    00000000          N
062007051351999000113018TDOÑA ESTRELLA MARIA      SERRANO                  MARRERO                   00000000          N
062007051351999000113019TDON JUAN FRANCISCO       ALEMAN                   RAMOS                     00000000          N
062007051351999000113002TDOÑA CARMEN ELISA        GONZALEZ                 JIMENEZ                   00000000          N
062007051351999000113020TDOÑA MARIA ARABIA        MENDOZA                  PEREZ                     00000000          N
062007051351999000113021TDOÑA CARMEN GLORIA       TORRES                   ESTUPIÑAN                 00000000          N
062007051351999000113022TDOÑA LUCIA MARIA         RODRIGUEZ                RODRIGUEZ                 00000000          N
062007051351999000113023TDON BONIFACIO            CALERO                   SANTANA                   00000000          N
062007051351999000113024TDON JOSE LUIS            LEON                     NAVARRO                   00000000          N
062007051351999000113025TDON CORNELIO LUIS DEL CARSANTANA                  GIL                       00000000          N
062007051351999000113026TDOÑA MARIA               SAN PEDRO MARTIN         VEGA                      00000000          N
062007051351999000113027TDOÑA ELISA ISABEL        HERNANDEZ                MARRERO                   00000000          N
062007051351999000113028TDON JUAN FRANCISCO       ORTEGA                   RODRIGUEZ                 00000000          N
062007051351999000113029TDON GUILLERMO MANUEL     GRACIA                   JAESURIA                  00000000          N
062007051351999000113003TDON JAVIER               DIAZ                     MORENO                    00000000          N
062007051351999000113004TDOÑA MONICA              NAVARRO                  RAMIREZ                   00000000          N
062007051351999000113005TDON GREGORIO             GRACIA                   WINTER                    00000000          N
062007051351999000113006TDON OSWALDO              MELIAN                   ROMERO                    00000000          N
062007051351999000113007TDOÑA MARIA INMACULADA    MELIAN                   BARRIOS                   00000000          N
062007051351999000113008TDON JOSE                 SUAREZ                   GARCIA                    00000000          N
062007051351999000113009TDOÑA FRANCISCA LUISA     HERNANDEZ                RODRIGUEZ                 00000000          N
062007051351999000114001TDON MANUEL               LOBO                     CABRERA                   00000000          S
062007051351999000114010TDOÑA DACIL               SOSA                     GUERRA                    00000000          N
062007051351999000114011TDON FRANCISCO            ROMERO                   MEDINA                    00000000          N
062007051351999000114012TDON JOSE JUAN            RUIZ                     SUAREZ                    00000000          N
062007051351999000114013TDOÑA ROSALINA            FRADE                    PEÑA                      00000000          N
062007051351999000114014TDON JOSE CARMELO         AFONSO                   RAMIREZ                   00000000          N
062007051351999000114015TDÑA MARIA JOSE           CORTES                   RAMOS                     00000000          N
062007051351999000114016TDON ANTONIO SANTIAGO     HERNANDEZ                CABALLERO                 00000000          N
062007051351999000114017TDOÑA NEREIDA             GUERRA                   DEL ROSARIO               00000000          N
062007051351999000114018TDON ANTONIO JERONIMO     GUILLEN                  SANTANA                   00000000          N
062007051351999000114019TDON JUAN PEDRO           LUZARDO                  ARMAS                     00000000          N
062007051351999000114002TDON FERNANDO LUIS        BAÑOLAS                  BOLAÑOS                   00000000          N
062007051351999000114020TDOÑA AMPARO              SANTANA                  ALVARADO                  00000000          N
062007051351999000114021TDON CELESTINO            SUAREZ                   ESPINO                    00000000          N
062007051351999000114022TDON VICTOR               LUACES                   CASAS                     00000000          N
062007051351999000114023TDOÑA ITAHISA             JIMENEZ                  PEREZ                     00000000          N
062007051351999000114024TDOÑA ANGELICA            RETUERCE                 RODRIGUEZ                 00000000          N
062007051351999000114025TDON DOMINGO GUZMAN       DOMINGUEZ                GUERRA                    00000000          N
062007051351999000114026TDOÑA INMACULADA          GUERRA                   GONZALEZ                  00000000          N
062007051351999000114027TDON JUAN ANTONIO         ROMERO                   MENESES                   00000000          N
062007051351999000114028TDOÑA MARIA ELENA         DOMINGUEZ                ORTEGA                    00000000          N
062007051351999000114029TDON GONZALO              MARRERO                  RODRIGUEZ                 00000000          N
062007051351999000114003TDOÑA ROSARIO             CHESA                    PADRON                    00000000          N
062007051351999000114004TDON JOSE LUIS            VEGA                     GONZALEZ                  00000000          N
062007051351999000114005TDOÑA ESTHER LIDIA        RODRIGUEZ                DENIZ                     00000000          N
062007051351999000114006TDON ALVARO ANTONIO       PEREZ                    DOMINGUEZ                 00000000          N
062007051351999000114007TDON CIRO                 GUTIERREZ                ASCANIO                   00000000          N
062007051351999000114008TDOÑA RITA MARIA          MORALES                  RUBIO                     00000000          N
062007051351999000114009TDON MARIO                HERNANDEZ                SANGINES                  00000000          N
062007051351999000116001TDON VICENTE FELIX        BOLAÑOS                  BETANCOR                  00000000          N
062007051351999000116010TDOÑA URSULA OLGA         MACHIN                   MACIAS                    00000000          N
062007051351999000116011TDON FRANCISCO            RODRIGUEZ                GUTIERREZ                 00000000          N
062007051351999000116012TDOÑA BEGOÑA              FLEITAS                  CABRERA                   00000000          N
062007051351999000116013TDON BALTASAR             RODRIGUEZ                MARTIN                    00000000          N
062007051351999000116014TDOÑA MARIA DEL CARMEN    CASTRISIANO              SABORIT                   00000000          N
062007051351999000116015TDON ALEJANDRO            PEREZ                    PEÑATE                    00000000          N
062007051351999000116016TDOÑA MARIA DEL CARMEN    RODRIGUEZ                HERNANDEZ                 00000000          N
062007051351999000116017TDON LUIS                 GUTIERREZ                SANJUAN                   00000000          N
062007051351999000116018TDOÑA MARIA IDELFONSA     MONTESDEOCA              QUINTANA                  00000000          N
062007051351999000116019TDON JOSE LUIS            HERNANDEZ                CALDERIN                  00000000          N
062007051351999000116002TDOÑA MARIA DOLORES       MONTESDEOCA              GARCIA                    00000000          N
062007051351999000116020TDON FERNANDO             MATEO                    SANCHEZ                   00000000          N
062007051351999000116021TDOÑA BENITA ISABEL       RODRIGUEZ                RODRIGUEZ                 00000000          N
062007051351999000116022TDON ARIEL                PEREZ                    MARRERO                   00000000          N
062007051351999000116023TDON JOSE MANUEL          MARTIN                   RUIZ                      00000000          N
062007051351999000116024TDOÑA BRIGIDA             PARRA                    SANTANA                   00000000          N
062007051351999000116025TDON IVAN                 ALONSO                   CARRACEDO                 00000000          N
062007051351999000116026TDOÑA MARIA DEL SAGRARIO  HERNANDEZ                TEJERA                    00000000          N
062007051351999000116027TDON FRANCISCO            HERNANDEZ                TRUJILLO                  00000000          N
062007051351999000116028TDOÑA CELIA               HERÑANDEZ                SANTANA                   00000000          N
062007051351999000116029TDON CARLOS JOSE          SUAREZ                   GARCIA                    00000000          N
062007051351999000116003TDON FERNANDO             RODRIGUEZ                QUINTANA                  00000000          N
062007051351999000116004TDOÑA NOELIA              SANTANA                  MARTEL                    00000000          N
062007051351999000116005TDON MANUEL               RODRIGUEZ                HERNANDEZ                 00000000          N
062007051351999000116006TDOÑA ELENA               VAZQUEZ                  MORALES                   00000000          N
062007051351999000116007TDON JOSE ANDRES          MILAN                    SANTANA                   00000000          N
062007051351999000116008TDOÑA MARIA ROSA          BOGATELL                 LAPLANA                   00000000          N
062007051351999000116009TDON JOSE ENRIQUE         MUÑOZ                    LEGARDA                   00000000          N
062007051351999000117001TDON VICENTE              QUINTANA                 PEREZ                     00000000          N
062007051351999000117010TDOÑA ANA DOLORES         JIMENEZ                  BETANCOR                  00000000          N
062007051351999000117011TDON JOSE TORIBIO         JIMENEZ                  BETANCOR                  00000000          N
062007051351999000117012TDON CARLOS MANUEL        DENIZ                    BENITEZ                   00000000          N
062007051351999000117013TDON CARLOS               MARTIN                   GONZALEZ                  00000000          N
062007051351999000117014TDOÑA ANA DOLORES         BORDON                   VIERA                     00000000          N
062007051351999000117015TDOÑA ANDREA              ZERPA                    ALEMAN                    00000000          N
062007051351999000117016TDON FERNANDO MIGUEL      MARTIN                   GONZALEZ                  00000000          N
062007051351999000117017TDON MANUEL FRANCISCO     MEDINA                   RODRIGUEZ                 00000000          N
062007051351999000117018TDOÑA DELIA ESTHER        CRUZ                     CASTRO                    00000000          N
062007051351999000117019TDOÑA LIDIA TERESA        TORNOS                   RODRIGUEZ                 00000000          N
062007051351999000117002TDON ANTONIO B.           ORDOÑEZ                  SANCHEZ                   00000000          N
062007051351999000117020TDON JOSE LUIS            JORGE                    LOPEZ                     00000000          N
062007051351999000117021TDOÑA LAURA PILAR         MATA                     HERNANDEZ                 00000000          N
062007051351999000117022TDON FRANCISCO            HERNANDEZ                RUANO                     00000000          N
062007051351999000117023TDON RAMON                LOPEZ                    LOPEZ                     00000000          N
062007051351999000117024TDOÑA MARIA DEL PILAR     HERNANDEZ                QUESADA                   00000000          N
062007051351999000117025TDON ANGEL JOSE           VIERA                    CASTELLANO                00000000          N
062007051351999000117026TDON MANUEL               MEDEROS                  HERNANDEZ                 00000000          N
062007051351999000117027TDOÑA MARIA INES          JIMENEZ                  FALCON                    00000000          N
062007051351999000117028TDOÑA ANA DELIA           VIERA                    CASTELLANO                00000000          N
062007051351999000117029TDON AARON                ORDOÑEZ                  SANTANA                   00000000          N
062007051351999000117003TDON MIGUEL ANGEL         MATA                     BETANCOR                  00000000          N
062007051351999000117004TDOÑA MARIA ROSARIO       BORREGO                  ORIHUELA                  00000000          N
062007051351999000117005TDOÑA LILIA MAGDALENA     PADRON                   RAMOS                     00000000          N
062007051351999000117006TDON JORGE                GUERRA                   SUAREZ                    00000000          N
062007051351999000117007TDON JUAN BOSCO           BORDON                   VIERA                     00000000          N
062007051351999000117008TDON JAVIER               DENIZ                    BENITEZ                   00000000          N
062007051351999000117009TDOÑA LUISA AMADA         RAVELO                   QUINTERO                  00000000          N
062007051351999000118001TDON ROMAN                RODRIGUEZ                RODRIGUEZ                 00000000          S
062007051351999000118010TDOÑA FAYNA               FRUGONI                  MIRELES                   00000000          N
062007051351999000118011TDON JUAN MANUEL          CAMPOS                   CALDERO                   00000000          N
062007051351999000118012TDOÑA TERESITA DE JESUS   BATISTA                  ALMEDIA                   00000000          N
062007051351999000118013TDOÑA DUNIA MARIA         BENITEZ                  SUAREZ                    00000000          N
062007051351999000118014TDON SALVADOR             SANCHEZ                  HENRIQUEZ                 00000000          N
062007051351999000118015TDON JOSE NICOLAS         GONZALEZ                 RUBIO                     00000000          N
062007051351999000118016TDOÑA MARIA INMACULADA    MARTIN                   GONZALEZ                  00000000          N
062007051351999000118017TDON YEROUT               BERMUDEZ                 NAVARRO                   00000000          N
062007051351999000118018TDON JOSE RAMON           MEDINA                   RAMIREZ                   00000000          N
062007051351999000118019TDOÑA JUANA ANTONIA       SOSA                     SANTANA                   00000000          N
062007051351999000118002TDOÑA INES                JIMENEZ                  MARTIN                    00000000          S
062007051351999000118020TDON RAFAEL VICTOR        RODRIGUEZ                SANCHEZ                   00000000          N
062007051351999000118021TDOÑA NURIA ESTHER        CRUZ                     HERNANDEZ                 00000000          N
062007051351999000118022TDON FERNANDO TEOFILO     ROMERO                   ROMERO                    00000000          N
062007051351999000118023TDOÑA MARIA ISABEL        LOINAZ                   IZAGUIRRE                 00000000          N
062007051351999000118024TDON JULIAN               LEON                     LEON                      00000000          N
062007051351999000118025TDON PEDRO                MOLINA                   DEL PINO                  00000000          N
062007051351999000118026TDON NESTOR YERAY         DENIZ                    BATISTA                   00000000          N
062007051351999000118027TDOÑA DESIREE DEL PINO    JIMENEZ                  MEDINA                    00000000          N
062007051351999000118028TDON JOSE TOMAS           MIRANDA                  GUTIERREZ                 00000000          N
062007051351999000118029TDOÑA MONICA              HERNANDEZ                AFONSO                    00000000          N
062007051351999000118003TDON CARMELO              RAMIREZ                  MARRERO                   00000000          S
062007051351999000118004TDON OSCAR                HERNANDEZ                SUAREZ                    00000000          S
062007051351999000118005TDOÑA INMACULADA          VEGA                     GARCIA                    00000000          N
062007051351999000118006TDON JOSE                 MENDOZA                  MENDOZA                   00000000          N
062007051351999000118007TDON ANGEL ANTONIO        LOPEZ                    NAVARRO                   00000000          N
062007051351999000118008TDON JUAN CARLOS          SANTANA                  DIAZ                      00000000          N
062007051351999000118009TDOÑA JUANA FELISA        DIAZ                     SUAREZ                    00000000          N
062007051351999000119001TDON CARLOS MIGUEL        MEDEROS                  MARTIN                    00000000          N
062007051351999000119010TDON CARMELO              ARTILES                  SANTANA                   00000000          N
062007051351999000119011TDON JOSE                 RIVERO                   BARRERA                   00000000          N
062007051351999000119012TDOÑA LUZ MARINA          SUAREZ                   HERNANDEZ                 00000000          N
062007051351999000119013TDON CESAR                TOLEDO                   SOCAS                     00000000          N
062007051351999000119014TDOÑA M. ISABEL           DIAZ                     DIAZ                      00000000          N
062007051351999000119015TDOÑA NATIVIDAD           LUNA                     ALAMO                     00000000          N
062007051351999000119016TDON VICENTE M.           HERMIDA                  GUERRA                    00000000          N
062007051351999000119017TDON SERGIO               DENIZ                    AFONSO                    00000000          N
062007051351999000119018TDOÑA CRISTINA            ORTEGA                   LEON                      00000000          N
062007051351999000119019TDOÑA FATIMA              VEGA                     CRUZ                      00000000          N
062007051351999000119002TDON FAUSTINO             RIVERO                   BERRIEL                   00000000          N
062007051351999000119020TDOÑA MARIOLA             MARRERO                  BETANCOR                  00000000          N
062007051351999000119021TDOÑA M. VICTORIA         MORENO                   MONTESDEOCA               00000000          N
062007051351999000119022TDON ANTONIO              HUERTAS                  GONZALEZ                  00000000          N
062007051351999000119023TDON BENTEJUI             TEJERA                   VEGA                      00000000          N
062007051351999000119024TDOÑA RITA M.             GUZMAN                   DELGADO                   00000000          N
062007051351999000119025TDOÑA SANGEETA            VIROOMAL                 SUKHRANI                  00000000          N
062007051351999000119026TDON FELIX                ALEMAN                   LOPEZ                     00000000          N
062007051351999000119027TDOÑA YURENA              ORTEGA                   SOCORRO                   00000000          N
062007051351999000119028TDOÑA CARMEN              DELGADO                  GONZALEZ                  00000000          N
062007051351999000119029TDON YERAY                QUEVEDO                  TORRES                    00000000          N
062007051351999000119003TDON LUIS                 SANTANA                  GONZALEZ                  00000000          N
062007051351999000119004TDOÑA CARMEN MARIA        ALAMO                    RAMOS                     00000000          N
062007051351999000119005TDOÑA ANA LUISA           SANCHEZ                  BETANCOR                  00000000          N
062007051351999000119006TDON RAMON                ALAMO                    CERPA                     00000000          N
062007051351999000119007TDON JOSE FERNANDO        PUCHE                    HERNANDEZ                 00000000          N
062007051351999000119008TDOÑA DOLORES             RAMOS                    MEDINA                    00000000          N
062007051351999000119009TDOÑA M. DEL CARMEN       VELAZQUEZ                RODRIGUEZ                 00000000          N
062007051351999000120001TDOÑA ISABEL CONCEPCION   TALAVERA                 QUEVEDO                   00000000          N
062007051351999000120010TDON RAFAEL               AVERO                    ARTEAGA                   00000000          N
062007051351999000120011TDOÑA BARBARA             VEGAS                    FLOR                      00000000          N
062007051351999000120012TDOÑA CARMEN BEATRIZ      TRUJILLO                 SANCHEZ                   00000000          N
062007051351999000120013TDON JOSE RAMON           GALIANO                  VEGA                      00000000          N
062007051351999000120014TDON JUAN                 RAMOS                    COLLADO                   00000000          N
062007051351999000120015TDON JESUS                GARCIA                   RAMIREZ                   00000000          N
062007051351999000120016TDOÑA DOLORES             MEDINA                   LOPEZ                     00000000          N
062007051351999000120017TDOÑA ROSALIA             GUEDES                   DIAZ                      00000000          N
062007051351999000120018TDON RAMON                SANTANA                  GUEDEZ                    00000000          N
062007051351999000120019TDON JOSE JAVIER          RODRIGUEZ                RAMIREZ                   00000000          N
062007051351999000120002TDOÑA FRANCISCA C.        SANCHEZ                  MACIAS                    00000000          N
062007051351999000120020TDON JOSE                 OJEDA                    GUEDES                    00000000          N
062007051351999000120021TDOÑA JULIA               MONTSERRAT               DIAZ                      00000000          N
062007051351999000120022TDOÑA ANTONIA             HERNANDEZ                MENDOZA                   00000000          N
062007051351999000120023TDON FERNANDO             SUAREZ                   PEREZ                     00000000          N
062007051351999000120024TDON FELIPE MIGUEL        AGUILERA                 CABRERA                   00000000          N
062007051351999000120025TDON EUGENIO              SANTOS                   PARADINAS                 00000000          N
062007051351999000120026TDOÑA MARIA YAIZA         CONCEPCION               SANTANA                   00000000          N
062007051351999000120027TDON MIGUEL ANGEL         PERDOMO                  PEREZ                     00000000          N
062007051351999000120028TDOÑA ROSA DELIA          CABRERA                  ROBAINA                   00000000          N
062007051351999000120029TDON JAVIER               SANTANA                  GUEDES                    00000000          N
062007051351999000120003TDON CARLOS JAVIER        LORENZO                  SANTANA                   00000000          N
062007051351999000120004TDON MIGUEL               TRUJILLO                 TOLEDO                    00000000          N
062007051351999000120005TDON JULIO                GUILLEN                  SANTANA                   00000000          N
062007051351999000120006TDON MANUEL RUFINO        FALCON                   RIVERO                    00000000          N
062007051351999000120007TDON SIMON                CONCEPCION               SANTANA                   00000000          N
062007051351999000120008TDOÑA LORENZA             MACHIN                   ALARCON                   00000000          N
062007051351999000120009TDOÑA ANTONIA CRUZ        QUINTANA                 CARDENES                  00000000          N
062007051351999000121001TDOÑA M. CONCEPCION       HERNANDEZ                SABATER "CHITI"           00000000          N
062007051351999000121010TDOÑA PALOMA ENCARNACION  ARMAS                    MORALES                   00000000          N
062007051351999000121011TDON GUSTAVO              QUINTANA                 MELIAN                    00000000          N
062007051351999000121012TDON SALVADOR BENJUMEA    BRAVO                    DE LAGUNA                 00000000          N
062007051351999000121013TDOÑA ESTRELLA            CASTILLO                 RODRIGUEZ                 00000000          N
062007051351999000121014TDON JOSE MANUEL          HERRAIZ                  SALAS                     00000000          N
062007051351999000121015TDOÑA NURIA DE JESUS      PEREZ                    MENDOZA                   00000000          N
